,league,side,teamname,result,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10
21443,LCS,Red,Counter Logic Gaming,0,14897.0,17918.0,282.0,15474.0,18231.0,334.0,-577.0,-313.0,-52.0,3.0,4.0,1.0,1.0,2.0,3.0
21478,LCS,Blue,Cloud9,1,17399.0,20905.0,339.0,15324.0,18483.0,328.0,2075.0,2422.0,11.0,5.0,4.0,1.0,1.0,1.0,5.0
21479,LCS,Red,TSM,0,15324.0,18483.0,328.0,17399.0,20905.0,339.0,-2075.0,-2422.0,-11.0,1.0,1.0,5.0,5.0,4.0,1.0
21514,LCS,Blue,Golden Guardians,1,17157.0,19805.0,362.0,16032.0,19354.0,320.0,1125.0,451.0,42.0,1.0,1.0,3.0,3.0,7.0,1.0
21515,LCS,Red,Immortals,0,16032.0,19354.0,320.0,17157.0,19805.0,362.0,-1125.0,-451.0,-42.0,3.0,7.0,1.0,1.0,1.0,3.0
21622,LCK,Blue,Hanwha Life Esports,0,15241.0,17565.0,291.0,16689.0,18984.0,334.0,-1448.0,-1419.0,-43.0,2.0,4.0,3.0,3.0,5.0,2.0
21623,LCK,Red,Liiv SANDBOX,1,16689.0,18984.0,334.0,15241.0,17565.0,291.0,1448.0,1419.0,43.0,3.0,5.0,2.0,2.0,4.0,3.0
21658,LPL,Blue,LNG Esports,0,15122.0,17808.0,309.0,15272.0,18330.0,329.0,-150.0,-522.0,-20.0,1.0,1.0,1.0,1.0,1.0,1.0
21659,LPL,Red,Rare Atom,1,15272.0,18330.0,329.0,15122.0,17808.0,309.0,150.0,522.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0
21694,LPL,Blue,Rare Atom,1,15650.0,19987.0,376.0,15230.0,18231.0,321.0,420.0,1756.0,55.0,0.0,0.0,1.0,1.0,2.0,0.0
21695,LPL,Red,LNG Esports,0,15230.0,18231.0,321.0,15650.0,19987.0,376.0,-420.0,-1756.0,-55.0,1.0,2.0,0.0,0.0,0.0,1.0
21706,LCK,Blue,Liiv SANDBOX,1,16150.0,19460.0,336.0,14927.0,18234.0,317.0,1223.0,1226.0,19.0,3.0,2.0,1.0,1.0,1.0,3.0
21707,LCK,Red,Hanwha Life Esports,0,14927.0,18234.0,317.0,16150.0,19460.0,336.0,-1223.0,-1226.0,-19.0,1.0,1.0,3.0,3.0,2.0,1.0
21742,LCK,Blue,DWG KIA,1,15555.0,18342.0,325.0,15528.0,17989.0,316.0,27.0,353.0,9.0,2.0,2.0,2.0,2.0,4.0,2.0
21743,LCK,Red,DRX,0,15528.0,17989.0,316.0,15555.0,18342.0,325.0,-27.0,-353.0,-9.0,2.0,4.0,2.0,2.0,2.0,2.0
21754,LPL,Blue,Victory Five,0,16129.0,19390.0,324.0,17027.0,19418.0,337.0,-898.0,-28.0,-13.0,3.0,5.0,4.0,4.0,8.0,3.0
21755,LPL,Red,eStar,1,17027.0,19418.0,337.0,16129.0,19390.0,324.0,898.0,28.0,13.0,4.0,8.0,3.0,3.0,5.0,4.0
21790,LPL,Blue,Victory Five,1,17332.0,19824.0,326.0,14907.0,17572.0,310.0,2425.0,2252.0,16.0,4.0,9.0,1.0,1.0,1.0,4.0
21791,LPL,Red,eStar,0,14907.0,17572.0,310.0,17332.0,19824.0,326.0,-2425.0,-2252.0,-16.0,1.0,1.0,4.0,4.0,9.0,1.0
21862,LPL,Blue,Victory Five,1,15427.0,18937.0,341.0,15544.0,19304.0,350.0,-117.0,-367.0,-9.0,1.0,1.0,1.0,1.0,1.0,1.0
21863,LPL,Red,eStar,0,15544.0,19304.0,350.0,15427.0,18937.0,341.0,117.0,367.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0
21886,LCK,Blue,DRX,0,15196.0,17760.0,308.0,16955.0,19599.0,346.0,-1759.0,-1839.0,-38.0,2.0,2.0,4.0,4.0,6.0,2.0
21887,LCK,Red,DWG KIA,1,16955.0,19599.0,346.0,15196.0,17760.0,308.0,1759.0,1839.0,38.0,4.0,6.0,2.0,2.0,2.0,4.0
21946,LPL,Blue,Invictus Gaming,1,15385.0,18638.0,351.0,14630.0,18879.0,335.0,755.0,-241.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
21947,LPL,Red,Royal Never Give Up,0,14630.0,18879.0,335.0,15385.0,18638.0,351.0,-755.0,241.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0
22018,LPL,Blue,Royal Never Give Up,1,15033.0,16373.0,263.0,18717.0,18568.0,314.0,-3684.0,-2195.0,-51.0,4.0,5.0,7.0,7.0,12.0,4.0
22019,LPL,Red,Invictus Gaming,0,18717.0,18568.0,314.0,15033.0,16373.0,263.0,3684.0,2195.0,51.0,7.0,12.0,4.0,4.0,5.0,7.0
22102,LPL,Blue,Royal Never Give Up,1,16742.0,21287.0,367.0,20089.0,21772.0,392.0,-3347.0,-485.0,-25.0,1.0,1.0,3.0,3.0,5.0,1.0
22103,LPL,Red,Invictus Gaming,0,20089.0,21772.0,392.0,16742.0,21287.0,367.0,3347.0,485.0,25.0,3.0,5.0,1.0,1.0,1.0,3.0
22378,LCS,Blue,Team Liquid,1,17429.0,19875.0,347.0,14964.0,18270.0,296.0,2465.0,1605.0,51.0,4.0,6.0,2.0,2.0,3.0,4.0
22379,LCS,Red,FlyQuest,0,14964.0,18270.0,296.0,17429.0,19875.0,347.0,-2465.0,-1605.0,-51.0,2.0,3.0,4.0,4.0,6.0,2.0
22414,LCS,Blue,Evil Geniuses,1,16938.0,18923.0,311.0,14384.0,16766.0,295.0,2554.0,2157.0,16.0,5.0,14.0,1.0,1.0,3.0,5.0
22415,LCS,Red,Golden Guardians,0,14384.0,16766.0,295.0,16938.0,18923.0,311.0,-2554.0,-2157.0,-16.0,1.0,3.0,5.0,5.0,14.0,1.0
22438,LCS,Blue,Cloud9,1,17873.0,19707.0,331.0,14461.0,16787.0,309.0,3412.0,2920.0,22.0,7.0,7.0,0.0,0.0,0.0,7.0
22439,LCS,Red,Immortals,0,14461.0,16787.0,309.0,17873.0,19707.0,331.0,-3412.0,-2920.0,-22.0,0.0,0.0,7.0,7.0,7.0,0.0
22474,LCS,Blue,Counter Logic Gaming,0,15234.0,19310.0,353.0,14787.0,17955.0,339.0,447.0,1355.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
22475,LCS,Red,TSM,1,14787.0,17955.0,339.0,15234.0,19310.0,353.0,-447.0,-1355.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0
22522,LCS,Blue,100 Thieves,1,18506.0,19758.0,343.0,14215.0,18459.0,291.0,4291.0,1299.0,52.0,1.0,1.0,1.0,1.0,0.0,2.0
22523,LCS,Red,Dignitas,0,14215.0,18459.0,291.0,18506.0,19758.0,343.0,-4291.0,-1299.0,-52.0,1.0,0.0,2.0,1.0,1.0,1.0
25354,LEC,Blue,Astralis,1,15367.0,18863.0,319.0,15790.0,18385.0,358.0,-423.0,478.0,-39.0,1.0,2.0,1.0,1.0,3.0,1.0
25355,LEC,Red,FC Schalke 04 Esports,0,15790.0,18385.0,358.0,15367.0,18863.0,319.0,423.0,-478.0,39.0,1.0,3.0,1.0,1.0,2.0,1.0
25390,LEC,Blue,Excel Esports,1,15748.0,19400.0,329.0,16190.0,18950.0,336.0,-442.0,450.0,-7.0,2.0,3.0,2.0,2.0,3.0,2.0
25391,LEC,Red,Team Vitality,0,16190.0,18950.0,336.0,15748.0,19400.0,329.0,442.0,-450.0,7.0,2.0,3.0,2.0,2.0,3.0,2.0
25402,LEC,Blue,G2 Esports,1,16280.0,18466.0,312.0,14232.0,16495.0,282.0,2048.0,1971.0,30.0,2.0,3.0,1.0,1.0,2.0,2.0
25403,LEC,Red,Misfits Gaming,0,14232.0,16495.0,282.0,16280.0,18466.0,312.0,-2048.0,-1971.0,-30.0,1.0,2.0,2.0,2.0,3.0,1.0
25414,LEC,Blue,Rogue,1,16530.0,18851.0,347.0,14768.0,18469.0,335.0,1762.0,382.0,12.0,2.0,3.0,0.0,0.0,0.0,2.0
25415,LEC,Red,MAD Lions,0,14768.0,18469.0,335.0,16530.0,18851.0,347.0,-1762.0,-382.0,-12.0,0.0,0.0,2.0,2.0,3.0,0.0
25438,LEC,Blue,SK Gaming,0,15199.0,17020.0,298.0,17245.0,19009.0,330.0,-2046.0,-1989.0,-32.0,2.0,7.0,4.0,4.0,8.0,2.0
25439,LEC,Red,Fnatic,1,17245.0,19009.0,330.0,15199.0,17020.0,298.0,2046.0,1989.0,32.0,4.0,8.0,2.0,2.0,7.0,4.0
25498,LCS,Blue,100 Thieves,1,15623.0,19139.0,325.0,15334.0,18565.0,328.0,289.0,574.0,-3.0,0.0,0.0,1.0,1.0,1.0,0.0
25499,LCS,Red,FlyQuest,0,15334.0,18565.0,328.0,15623.0,19139.0,325.0,-289.0,-574.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0
25534,LCS,Blue,Counter Logic Gaming,0,15575.0,18550.0,331.0,15464.0,19526.0,367.0,111.0,-976.0,-36.0,2.0,4.0,0.0,0.0,0.0,2.0
25535,LCS,Red,Team Liquid,1,15464.0,19526.0,367.0,15575.0,18550.0,331.0,-111.0,976.0,36.0,0.0,0.0,2.0,2.0,4.0,0.0
25582,LCS,Blue,Evil Geniuses,1,16904.0,18640.0,323.0,15227.0,17611.0,304.0,1677.0,1029.0,19.0,2.0,5.0,2.0,2.0,5.0,2.0
25583,LCS,Red,Cloud9,0,15227.0,17611.0,304.0,16904.0,18640.0,323.0,-1677.0,-1029.0,-19.0,2.0,5.0,2.0,2.0,5.0,2.0
25654,LCS,Blue,TSM,1,14817.0,18745.0,333.0,15557.0,18754.0,365.0,-740.0,-9.0,-32.0,0.0,0.0,0.0,0.0,0.0,0.0
25655,LCS,Red,Golden Guardians,0,15557.0,18754.0,365.0,14817.0,18745.0,333.0,740.0,9.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
25702,LCS,Blue,Dignitas,1,16846.0,19232.0,350.0,15393.0,19294.0,338.0,1453.0,-62.0,12.0,3.0,3.0,1.0,1.0,1.0,3.0
25703,LCS,Red,Immortals,0,15393.0,19294.0,338.0,16846.0,19232.0,350.0,-1453.0,62.0,-12.0,1.0,1.0,3.0,3.0,3.0,1.0
25942,LEC,Blue,Team Vitality,0,14927.0,17906.0,319.0,14893.0,18322.0,330.0,34.0,-416.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0
25943,LEC,Red,SK Gaming,1,14893.0,18322.0,330.0,14927.0,17906.0,319.0,-34.0,416.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
25978,LEC,Blue,Misfits Gaming,1,17365.0,19505.0,352.0,14836.0,18238.0,319.0,2529.0,1267.0,33.0,4.0,6.0,1.0,1.0,2.0,4.0
25979,LEC,Red,Astralis,0,14836.0,18238.0,319.0,17365.0,19505.0,352.0,-2529.0,-1267.0,-33.0,1.0,2.0,4.0,4.0,6.0,1.0
26014,LEC,Blue,FC Schalke 04 Esports,0,14638.0,17831.0,319.0,15493.0,18699.0,343.0,-855.0,-868.0,-24.0,0.0,0.0,1.0,1.0,0.0,0.0
26015,LEC,Red,MAD Lions,1,15493.0,18699.0,343.0,14638.0,17831.0,319.0,855.0,868.0,24.0,1.0,0.0,0.0,0.0,0.0,1.0
26086,LEC,Blue,Rogue,0,15490.0,18898.0,327.0,15819.0,19599.0,354.0,-329.0,-701.0,-27.0,1.0,1.0,1.0,1.0,1.0,1.0
26087,LEC,Red,G2 Esports,1,15819.0,19599.0,354.0,15490.0,18898.0,327.0,329.0,701.0,27.0,1.0,1.0,1.0,1.0,1.0,1.0
26146,LCS,Blue,FlyQuest,1,15017.0,18814.0,331.0,15350.0,18730.0,327.0,-333.0,84.0,4.0,0.0,0.0,1.0,1.0,4.0,0.0
26147,LCS,Red,Counter Logic Gaming,0,15350.0,18730.0,327.0,15017.0,18814.0,331.0,333.0,-84.0,-4.0,1.0,4.0,0.0,0.0,0.0,1.0
26182,LEC,Blue,Excel Esports,0,15344.0,17508.0,326.0,16379.0,18163.0,297.0,-1035.0,-655.0,29.0,1.0,3.0,5.0,5.0,6.0,1.0
26183,LEC,Red,Fnatic,1,16379.0,18163.0,297.0,15344.0,17508.0,326.0,1035.0,655.0,-29.0,5.0,6.0,1.0,1.0,3.0,5.0
26206,LCS,Blue,Cloud9,1,16436.0,17424.0,306.0,16146.0,16808.0,301.0,290.0,616.0,5.0,5.0,9.0,4.0,4.0,5.0,5.0
26207,LCS,Red,100 Thieves,0,16146.0,16808.0,301.0,16436.0,17424.0,306.0,-290.0,-616.0,-5.0,4.0,5.0,5.0,5.0,9.0,4.0
26242,LCS,Blue,Golden Guardians,0,15798.0,18681.0,350.0,15301.0,19001.0,334.0,497.0,-320.0,16.0,1.0,3.0,0.0,0.0,0.0,1.0
26243,LCS,Red,Dignitas,1,15301.0,19001.0,334.0,15798.0,18681.0,350.0,-497.0,320.0,-16.0,0.0,0.0,1.0,1.0,3.0,0.0
26278,LCS,Blue,TSM,1,15013.0,18085.0,316.0,15641.0,18267.0,339.0,-628.0,-182.0,-23.0,1.0,2.0,1.0,1.0,2.0,1.0
26279,LCS,Red,Team Liquid,0,15641.0,18267.0,339.0,15013.0,18085.0,316.0,628.0,182.0,23.0,1.0,2.0,1.0,1.0,2.0,1.0
26314,LCS,Blue,Immortals,1,16389.0,18523.0,326.0,14070.0,17289.0,299.0,2319.0,1234.0,27.0,3.0,4.0,0.0,0.0,0.0,3.0
26315,LCS,Red,Evil Geniuses,0,14070.0,17289.0,299.0,16389.0,18523.0,326.0,-2319.0,-1234.0,-27.0,0.0,0.0,3.0,3.0,4.0,0.0
27022,LCS,Blue,100 Thieves,1,16169.0,19330.0,345.0,14711.0,18267.0,325.0,1458.0,1063.0,20.0,1.0,1.0,0.0,0.0,0.0,1.0
27023,LCS,Red,Team Liquid,0,14711.0,18267.0,325.0,16169.0,19330.0,345.0,-1458.0,-1063.0,-20.0,0.0,0.0,1.0,1.0,1.0,0.0
27058,LCS,Blue,Immortals,0,14581.0,17773.0,317.0,16069.0,18359.0,337.0,-1488.0,-586.0,-20.0,0.0,0.0,2.0,2.0,4.0,0.0
27059,LCS,Red,TSM,1,16069.0,18359.0,337.0,14581.0,17773.0,317.0,1488.0,586.0,20.0,2.0,4.0,0.0,0.0,0.0,2.0
27094,LCS,Blue,Evil Geniuses,0,15543.0,16876.0,268.0,14662.0,15844.0,253.0,881.0,1032.0,15.0,3.0,4.0,2.0,2.0,5.0,3.0
27095,LCS,Red,Dignitas,1,14662.0,15844.0,253.0,15543.0,16876.0,268.0,-881.0,-1032.0,-15.0,2.0,5.0,3.0,3.0,4.0,2.0
27118,LCS,Blue,Cloud9,1,16594.0,18342.0,329.0,16625.0,18687.0,343.0,-31.0,-345.0,-14.0,1.0,2.0,3.0,3.0,3.0,1.0
27119,LCS,Red,FlyQuest,0,16625.0,18687.0,343.0,16594.0,18342.0,329.0,31.0,345.0,14.0,3.0,3.0,1.0,1.0,2.0,3.0
27142,LCS,Blue,Counter Logic Gaming,1,16036.0,18627.0,314.0,15317.0,18091.0,315.0,719.0,536.0,-1.0,3.0,3.0,2.0,2.0,2.0,3.0
27143,LCS,Red,Golden Guardians,0,15317.0,18091.0,315.0,16036.0,18627.0,314.0,-719.0,-536.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0
28246,LCK,Blue,KT Rolster,1,18444.0,20047.0,308.0,16435.0,17341.0,284.0,2009.0,2706.0,24.0,8.0,7.0,5.0,5.0,13.0,8.0
28247,LCK,Red,DWG KIA,0,16435.0,17341.0,284.0,18444.0,20047.0,308.0,-2009.0,-2706.0,-24.0,5.0,13.0,8.0,8.0,7.0,5.0
28258,LCK,Blue,DWG KIA,1,17146.0,19188.0,334.0,15126.0,16991.0,311.0,2020.0,2197.0,23.0,5.0,11.0,2.0,2.0,6.0,5.0
28259,LCK,Red,KT Rolster,0,15126.0,16991.0,311.0,17146.0,19188.0,334.0,-2020.0,-2197.0,-23.0,2.0,6.0,5.0,5.0,11.0,2.0
28270,LCK,Blue,KT Rolster,0,15940.0,19171.0,342.0,16405.0,19421.0,340.0,-465.0,-250.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0
28271,LCK,Red,DWG KIA,1,16405.0,19421.0,340.0,15940.0,19171.0,342.0,465.0,250.0,-2.0,3.0,3.0,2.0,2.0,2.0,3.0
28282,LCK,Blue,Fredit BRION,1,15494.0,18624.0,344.0,15758.0,18111.0,334.0,-264.0,513.0,10.0,1.0,3.0,1.0,1.0,2.0,1.0
28283,LCK,Red,Liiv SANDBOX,0,15758.0,18111.0,334.0,15494.0,18624.0,344.0,264.0,-513.0,-10.0,1.0,2.0,1.0,1.0,3.0,1.0
28294,LCK,Blue,Liiv SANDBOX,0,15012.0,18193.0,338.0,15794.0,19925.0,335.0,-782.0,-1732.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0
28295,LCK,Red,Fredit BRION,1,15794.0,19925.0,335.0,15012.0,18193.0,338.0,782.0,1732.0,-3.0,1.0,1.0,0.0,0.0,0.0,1.0
29038,LCK,Blue,Nongshim RedForce,1,18196.0,18985.0,319.0,14768.0,17996.0,331.0,3428.0,989.0,-12.0,7.0,15.0,0.0,0.0,0.0,7.0
29039,LCK,Red,Hanwha Life Esports,0,14768.0,17996.0,331.0,18196.0,18985.0,319.0,-3428.0,-989.0,12.0,0.0,0.0,7.0,7.0,15.0,0.0
29050,LCK,Blue,Hanwha Life Esports,1,15812.0,18479.0,326.0,15202.0,18206.0,303.0,610.0,273.0,23.0,2.0,4.0,2.0,2.0,4.0,2.0
29051,LCK,Red,Nongshim RedForce,0,15202.0,18206.0,303.0,15812.0,18479.0,326.0,-610.0,-273.0,-23.0,2.0,4.0,2.0,2.0,4.0,2.0
29062,LCK,Blue,Nongshim RedForce,0,14948.0,17266.0,289.0,15764.0,17960.0,345.0,-816.0,-694.0,-56.0,2.0,3.0,1.0,1.0,1.0,2.0
29063,LCK,Red,Hanwha Life Esports,1,15764.0,17960.0,345.0,14948.0,17266.0,289.0,816.0,694.0,56.0,1.0,1.0,2.0,2.0,3.0,1.0
29074,LCK,Blue,Kwangdong Freecs,0,14351.0,17972.0,312.0,17654.0,19443.0,345.0,-3303.0,-1471.0,-33.0,0.0,0.0,6.0,6.0,7.0,0.0
29075,LCK,Red,Gen.G,1,17654.0,19443.0,345.0,14351.0,17972.0,312.0,3303.0,1471.0,33.0,6.0,7.0,0.0,0.0,0.0,6.0
29086,LCK,Blue,Gen.G,1,14884.0,17506.0,324.0,15783.0,18659.0,300.0,-899.0,-1153.0,24.0,0.0,0.0,3.0,3.0,9.0,0.0
29087,LCK,Red,Kwangdong Freecs,0,15783.0,18659.0,300.0,14884.0,17506.0,324.0,899.0,1153.0,-24.0,3.0,9.0,0.0,0.0,0.0,3.0
29866,LCK,Blue,DRX,1,15570.0,19855.0,365.0,15797.0,19463.0,337.0,-227.0,392.0,28.0,0.0,0.0,1.0,1.0,2.0,0.0
29867,LCK,Red,T1,0,15797.0,19463.0,337.0,15570.0,19855.0,365.0,227.0,-392.0,-28.0,1.0,2.0,0.0,0.0,0.0,1.0
29890,LCK,Blue,T1,1,15824.0,17068.0,317.0,15144.0,17893.0,324.0,680.0,-825.0,-7.0,2.0,3.0,1.0,1.0,2.0,2.0
29891,LCK,Red,DRX,0,15144.0,17893.0,324.0,15824.0,17068.0,317.0,-680.0,825.0,7.0,1.0,2.0,2.0,2.0,3.0,1.0
29914,LCK,Blue,DRX,1,15639.0,18064.0,321.0,14685.0,18211.0,324.0,954.0,-147.0,-3.0,1.0,1.0,0.0,0.0,0.0,1.0
29915,LCK,Red,T1,0,14685.0,18211.0,324.0,15639.0,18064.0,321.0,-954.0,147.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0
29926,VCS,Blue,Team Secret,0,15738.0,20203.0,354.0,15995.0,20374.0,359.0,-257.0,-171.0,-5.0,1.0,1.0,1.0,1.0,0.0,2.0
29927,VCS,Red,Luxury Esports,1,15995.0,20374.0,359.0,15738.0,20203.0,354.0,257.0,171.0,5.0,1.0,0.0,2.0,1.0,1.0,1.0
29950,LCK,Blue,KT Rolster,1,15837.0,19237.0,369.0,15743.0,19853.0,362.0,94.0,-616.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
29951,LCK,Red,Fredit BRION,0,15743.0,19853.0,362.0,15837.0,19237.0,369.0,-94.0,616.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
29962,VCS,Blue,Luxury Esports,0,16577.0,19260.0,338.0,15572.0,17623.0,311.0,1005.0,1637.0,27.0,2.0,2.0,3.0,3.0,7.0,2.0
29963,VCS,Red,Team Secret,1,15572.0,17623.0,311.0,16577.0,19260.0,338.0,-1005.0,-1637.0,-27.0,3.0,7.0,2.0,2.0,2.0,3.0
29986,VCS,Blue,Team Secret,1,17843.0,18801.0,322.0,16421.0,17439.0,288.0,1422.0,1362.0,34.0,6.0,8.0,5.0,5.0,8.0,6.0
29987,VCS,Red,Luxury Esports,0,16421.0,17439.0,288.0,17843.0,18801.0,322.0,-1422.0,-1362.0,-34.0,5.0,8.0,6.0,6.0,8.0,5.0
29998,LCK,Blue,Fredit BRION,0,15949.0,19644.0,348.0,15964.0,19190.0,335.0,-15.0,454.0,13.0,1.0,1.0,2.0,2.0,6.0,1.0
29999,LCK,Red,KT Rolster,1,15964.0,19190.0,335.0,15949.0,19644.0,348.0,15.0,-454.0,-13.0,2.0,6.0,1.0,1.0,1.0,2.0
30022,VCS,Blue,Team Flash,0,15872.0,19466.0,344.0,16411.0,19556.0,342.0,-539.0,-90.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
30023,VCS,Red,CERBERUS Esports,1,16411.0,19556.0,342.0,15872.0,19466.0,344.0,539.0,90.0,-2.0,2.0,2.0,2.0,2.0,2.0,2.0
30058,VCS,Blue,CERBERUS Esports,0,16634.0,17136.0,284.0,15641.0,16620.0,267.0,993.0,516.0,17.0,5.0,11.0,4.0,4.0,6.0,5.0
30059,VCS,Red,Team Flash,1,15641.0,16620.0,267.0,16634.0,17136.0,284.0,-993.0,-516.0,-17.0,4.0,6.0,5.0,5.0,11.0,4.0
30082,VCS,Blue,Team Flash,0,15734.0,19033.0,335.0,16861.0,18814.0,316.0,-1127.0,219.0,19.0,2.0,2.0,5.0,5.0,7.0,2.0
30083,VCS,Red,CERBERUS Esports,1,16861.0,18814.0,316.0,15734.0,19033.0,335.0,1127.0,-219.0,-19.0,5.0,7.0,2.0,2.0,2.0,5.0
30106,LEC,Blue,FC Schalke 04 Esports,0,15486.0,17654.0,335.0,14917.0,17691.0,315.0,569.0,-37.0,20.0,1.0,4.0,1.0,1.0,3.0,1.0
30107,LEC,Red,SK Gaming,1,14917.0,17691.0,315.0,15486.0,17654.0,335.0,-569.0,37.0,-20.0,1.0,3.0,1.0,1.0,4.0,1.0
30130,LEC,Blue,Excel Esports,0,15037.0,17936.0,320.0,16152.0,18610.0,328.0,-1115.0,-674.0,-8.0,1.0,1.0,3.0,3.0,7.0,1.0
30131,LEC,Red,MAD Lions,1,16152.0,18610.0,328.0,15037.0,17936.0,320.0,1115.0,674.0,8.0,3.0,7.0,1.0,1.0,1.0,3.0
30154,LEC,Blue,Astralis,0,15160.0,18021.0,345.0,16081.0,19131.0,357.0,-921.0,-1110.0,-12.0,0.0,0.0,1.0,1.0,1.0,0.0
30155,LEC,Red,G2 Esports,1,16081.0,19131.0,357.0,15160.0,18021.0,345.0,921.0,1110.0,12.0,1.0,1.0,0.0,0.0,0.0,1.0
30166,LEC,Blue,Misfits Gaming,0,14903.0,18456.0,317.0,16652.0,19280.0,352.0,-1749.0,-824.0,-35.0,1.0,1.0,2.0,2.0,2.0,1.0
30167,LEC,Red,Rogue,1,16652.0,19280.0,352.0,14903.0,18456.0,317.0,1749.0,824.0,35.0,2.0,2.0,1.0,1.0,1.0,2.0
30190,LEC,Blue,Team Vitality,1,16204.0,18123.0,292.0,16477.0,17956.0,322.0,-273.0,167.0,-30.0,6.0,4.0,4.0,4.0,5.0,6.0
30191,LEC,Red,Fnatic,0,16477.0,17956.0,322.0,16204.0,18123.0,292.0,273.0,-167.0,30.0,4.0,5.0,6.0,6.0,4.0,4.0
30250,LCS,Blue,Counter Logic Gaming,0,15575.0,19174.0,346.0,15319.0,18440.0,353.0,256.0,734.0,-7.0,1.0,1.0,0.0,0.0,0.0,1.0
30251,LCS,Red,Cloud9,1,15319.0,18440.0,353.0,15575.0,19174.0,346.0,-256.0,-734.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0
30286,LCS,Blue,Dignitas,1,16086.0,17439.0,283.0,16225.0,16876.0,290.0,-139.0,563.0,-7.0,4.0,10.0,5.0,5.0,12.0,4.0
30287,LCS,Red,FlyQuest,0,16225.0,16876.0,290.0,16086.0,17439.0,283.0,139.0,-563.0,7.0,5.0,12.0,4.0,4.0,10.0,5.0
30334,LCS,Blue,Golden Guardians,0,14402.0,18107.0,306.0,15769.0,19729.0,345.0,-1367.0,-1622.0,-39.0,0.0,0.0,1.0,1.0,1.0,0.0
30335,LCS,Red,Team Liquid,1,15769.0,19729.0,345.0,14402.0,18107.0,306.0,1367.0,1622.0,39.0,1.0,1.0,0.0,0.0,0.0,1.0
30442,LCS,Blue,TSM,1,15051.0,17641.0,316.0,15423.0,17954.0,312.0,-372.0,-313.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0
30443,LCS,Red,Evil Geniuses,0,15423.0,17954.0,312.0,15051.0,17641.0,316.0,372.0,313.0,-4.0,2.0,2.0,1.0,1.0,2.0,2.0
30514,LCS,Blue,Immortals,0,15344.0,18891.0,311.0,16060.0,18695.0,350.0,-716.0,196.0,-39.0,2.0,2.0,1.0,1.0,2.0,2.0
30515,LCS,Red,100 Thieves,1,16060.0,18695.0,350.0,15344.0,18891.0,311.0,716.0,-196.0,39.0,1.0,2.0,2.0,2.0,2.0,1.0
30550,LCK,Blue,Nongshim RedForce,0,15273.0,18858.0,324.0,18447.0,19790.0,344.0,-3174.0,-932.0,-20.0,1.0,1.0,4.0,4.0,5.0,1.0
30551,LCK,Red,Gen.G,1,18447.0,19790.0,344.0,15273.0,18858.0,324.0,3174.0,932.0,20.0,4.0,5.0,1.0,1.0,1.0,4.0
30574,LCK,Blue,Gen.G,1,16489.0,20000.0,347.0,15821.0,19212.0,334.0,668.0,788.0,13.0,2.0,2.0,3.0,3.0,1.0,2.0
30575,LCK,Red,Nongshim RedForce,0,15821.0,19212.0,334.0,16489.0,20000.0,347.0,-668.0,-788.0,-13.0,3.0,1.0,2.0,2.0,2.0,3.0
30598,LCK,Blue,Hanwha Life Esports,1,16326.0,19880.0,372.0,15276.0,19854.0,351.0,1050.0,26.0,21.0,1.0,2.0,0.0,0.0,0.0,1.0
30599,LCK,Red,DWG KIA,0,15276.0,19854.0,351.0,16326.0,19880.0,372.0,-1050.0,-26.0,-21.0,0.0,0.0,1.0,1.0,2.0,0.0
30622,VCS,Blue,Burst The Sky Esports,1,15538.0,18653.0,336.0,15956.0,19199.0,334.0,-418.0,-546.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
30623,VCS,Red,Saigon Buffalo,0,15956.0,19199.0,334.0,15538.0,18653.0,336.0,418.0,546.0,-2.0,2.0,3.0,2.0,2.0,2.0,2.0
30658,VCS,Blue,Saigon Buffalo,1,15977.0,19542.0,348.0,15030.0,19001.0,311.0,947.0,541.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0
30659,VCS,Red,Burst The Sky Esports,0,15030.0,19001.0,311.0,15977.0,19542.0,348.0,-947.0,-541.0,-37.0,1.0,1.0,1.0,1.0,1.0,1.0
