,league,side,teamname,result,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10
125926,LCS,Blue,Dignitas,0,14937.0,17964.0,303.0,14961.0,18467.0,347.0,-24.0,-503.0,-44.0,1.0,2.0,0.0,0.0,0.0,1.0
125927,LCS,Red,Immortals,1,14961.0,18467.0,347.0,14937.0,17964.0,303.0,24.0,503.0,44.0,0.0,0.0,1.0,1.0,2.0,0.0
125962,LCS,Blue,Dignitas,0,14743.0,18509.0,323.0,15519.0,18977.0,335.0,-776.0,-468.0,-12.0,0.0,0.0,1.0,1.0,2.0,0.0
125963,LCS,Red,Immortals,1,15519.0,18977.0,335.0,14743.0,18509.0,323.0,776.0,468.0,12.0,1.0,2.0,0.0,0.0,0.0,1.0
125974,LCS,Blue,Immortals,1,16133.0,15391.0,255.0,15790.0,16674.0,297.0,343.0,-1283.0,-42.0,5.0,6.0,4.0,4.0,10.0,5.0
125975,LCS,Red,Dignitas,0,15790.0,16674.0,297.0,16133.0,15391.0,255.0,-343.0,1283.0,42.0,4.0,10.0,5.0,5.0,6.0,4.0
125998,LCK,Blue,Gen.G,1,15629.0,17787.0,314.0,14189.0,16640.0,295.0,1440.0,1147.0,19.0,3.0,8.0,1.0,1.0,4.0,3.0
125999,LCK,Red,Fredit BRION,0,14189.0,16640.0,295.0,15629.0,17787.0,314.0,-1440.0,-1147.0,-19.0,1.0,4.0,3.0,3.0,8.0,1.0
126034,LCK,Blue,Fredit BRION,1,15001.0,17317.0,315.0,14993.0,17902.0,340.0,8.0,-585.0,-25.0,1.0,2.0,1.0,1.0,2.0,1.0
126035,LCK,Red,Gen.G,0,14993.0,17902.0,340.0,15001.0,17317.0,315.0,-8.0,585.0,25.0,1.0,2.0,1.0,1.0,2.0,1.0
126082,LCK,Blue,Gen.G,1,16444.0,17681.0,323.0,15704.0,18622.0,314.0,740.0,-941.0,9.0,4.0,6.0,3.0,3.0,6.0,4.0
126083,LCK,Red,Fredit BRION,0,15704.0,18622.0,314.0,16444.0,17681.0,323.0,-740.0,941.0,-9.0,3.0,6.0,4.0,4.0,6.0,3.0
126118,LCK,Blue,DRX,0,15751.0,18409.0,309.0,16100.0,17708.0,315.0,-349.0,701.0,-6.0,3.0,5.0,4.0,4.0,6.0,3.0
126119,LCK,Red,Nongshim RedForce,1,16100.0,17708.0,315.0,15751.0,18409.0,309.0,349.0,-701.0,6.0,4.0,6.0,3.0,3.0,5.0,4.0
126190,LCK,Blue,DRX,0,15538.0,18367.0,319.0,15246.0,17615.0,309.0,292.0,752.0,10.0,2.0,3.0,2.0,2.0,4.0,2.0
126191,LCK,Red,Nongshim RedForce,1,15246.0,17615.0,309.0,15538.0,18367.0,319.0,-292.0,-752.0,-10.0,2.0,4.0,2.0,2.0,3.0,2.0
126250,LEC,Blue,Rogue,1,16688.0,17953.0,314.0,14903.0,17507.0,318.0,1785.0,446.0,-4.0,5.0,6.0,1.0,1.0,1.0,5.0
126251,LEC,Red,Misfits Gaming,0,14903.0,17507.0,318.0,16688.0,17953.0,314.0,-1785.0,-446.0,4.0,1.0,1.0,5.0,5.0,6.0,1.0
126274,LEC,Blue,Rogue,0,15381.0,17665.0,314.0,15628.0,17333.0,305.0,-247.0,332.0,9.0,2.0,5.0,3.0,3.0,3.0,2.0
126275,LEC,Red,Misfits Gaming,1,15628.0,17333.0,305.0,15381.0,17665.0,314.0,247.0,-332.0,-9.0,3.0,3.0,2.0,2.0,5.0,3.0
126286,LEC,Blue,Rogue,1,16056.0,18446.0,290.0,15172.0,18339.0,321.0,884.0,107.0,-31.0,4.0,6.0,1.0,1.0,0.0,4.0
126287,LEC,Red,Misfits Gaming,0,15172.0,18339.0,321.0,16056.0,18446.0,290.0,-884.0,-107.0,31.0,1.0,0.0,4.0,4.0,6.0,1.0
126310,LEC,Blue,Rogue,0,16801.0,17677.0,307.0,18543.0,18700.0,304.0,-1742.0,-1023.0,3.0,4.0,7.0,6.0,6.0,10.0,4.0
126311,LEC,Red,Misfits Gaming,1,18543.0,18700.0,304.0,16801.0,17677.0,307.0,1742.0,1023.0,-3.0,6.0,10.0,4.0,4.0,7.0,6.0
126322,LEC,Blue,Rogue,1,15769.0,17690.0,320.0,15410.0,18656.0,336.0,359.0,-966.0,-16.0,2.0,5.0,2.0,2.0,2.0,2.0
126323,LEC,Red,Misfits Gaming,0,15410.0,18656.0,336.0,15769.0,17690.0,320.0,-359.0,966.0,16.0,2.0,2.0,2.0,2.0,5.0,2.0
126358,LCS,Blue,Cloud9,1,15699.0,19553.0,360.0,15253.0,18659.0,356.0,446.0,894.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0
126359,LCS,Red,Golden Guardians,0,15253.0,18659.0,356.0,15699.0,19553.0,360.0,-446.0,-894.0,-4.0,0.0,0.0,1.0,1.0,2.0,0.0
126394,LCS,Blue,Golden Guardians,0,15670.0,18539.0,339.0,16152.0,18671.0,353.0,-482.0,-132.0,-14.0,2.0,5.0,2.0,2.0,4.0,2.0
126395,LCS,Red,Cloud9,1,16152.0,18671.0,353.0,15670.0,18539.0,339.0,482.0,132.0,14.0,2.0,4.0,2.0,2.0,5.0,2.0
126406,LCS,Blue,Cloud9,1,15389.0,18748.0,337.0,15670.0,18457.0,339.0,-281.0,291.0,-2.0,1.0,1.0,2.0,2.0,4.0,1.0
126407,LCS,Red,Golden Guardians,0,15670.0,18457.0,339.0,15389.0,18748.0,337.0,281.0,-291.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0
126430,LCK,Blue,DWG KIA,1,15421.0,18532.0,341.0,16466.0,19433.0,358.0,-1045.0,-901.0,-17.0,1.0,1.0,1.0,1.0,1.0,1.0
126431,LCK,Red,Liiv SANDBOX,0,16466.0,19433.0,358.0,15421.0,18532.0,341.0,1045.0,901.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0
126466,LCK,Blue,DWG KIA,1,15857.0,18335.0,336.0,16080.0,17309.0,325.0,-223.0,1026.0,11.0,2.0,3.0,3.0,3.0,8.0,2.0
126467,LCK,Red,Liiv SANDBOX,0,16080.0,17309.0,325.0,15857.0,18335.0,336.0,223.0,-1026.0,-11.0,3.0,8.0,2.0,2.0,3.0,3.0
126526,LCK,Blue,Kwangdong Freecs,0,15015.0,18221.0,343.0,16337.0,18976.0,346.0,-1322.0,-755.0,-3.0,0.0,0.0,2.0,2.0,4.0,0.0
126527,LCK,Red,KT Rolster,1,16337.0,18976.0,346.0,15015.0,18221.0,343.0,1322.0,755.0,3.0,2.0,4.0,0.0,0.0,0.0,2.0
126658,LCK,Blue,KT Rolster,0,15797.0,17817.0,318.0,15762.0,17989.0,338.0,35.0,-172.0,-20.0,2.0,4.0,2.0,2.0,4.0,2.0
126659,LCK,Red,Kwangdong Freecs,1,15762.0,17989.0,338.0,15797.0,17817.0,318.0,-35.0,172.0,20.0,2.0,4.0,2.0,2.0,4.0,2.0
126730,LCK,Blue,Kwangdong Freecs,1,15167.0,19125.0,353.0,15602.0,19246.0,342.0,-435.0,-121.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0
126731,LCK,Red,KT Rolster,0,15602.0,19246.0,342.0,15167.0,19125.0,353.0,435.0,121.0,-11.0,2.0,0.0,0.0,0.0,0.0,2.0
126814,LEC,Blue,G2 Esports,1,16006.0,18348.0,340.0,15002.0,17589.0,331.0,1004.0,759.0,9.0,2.0,4.0,0.0,0.0,0.0,2.0
126815,LEC,Red,MAD Lions,0,15002.0,17589.0,331.0,16006.0,18348.0,340.0,-1004.0,-759.0,-9.0,0.0,0.0,2.0,2.0,4.0,0.0
126886,LEC,Blue,G2 Esports,0,16773.0,17437.0,303.0,16116.0,18266.0,288.0,657.0,-829.0,15.0,6.0,9.0,5.0,5.0,9.0,6.0
126887,LEC,Red,MAD Lions,1,16116.0,18266.0,288.0,16773.0,17437.0,303.0,-657.0,829.0,-15.0,5.0,9.0,6.0,6.0,9.0,5.0
126910,LEC,Blue,G2 Esports,0,15359.0,18230.0,320.0,16148.0,18432.0,326.0,-789.0,-202.0,-6.0,2.0,2.0,3.0,3.0,5.0,2.0
126911,LEC,Red,MAD Lions,1,16148.0,18432.0,326.0,15359.0,18230.0,320.0,789.0,202.0,6.0,3.0,5.0,2.0,2.0,2.0,3.0
126922,LEC,Blue,G2 Esports,0,15747.0,17301.0,310.0,15955.0,18137.0,302.0,-208.0,-836.0,8.0,3.0,6.0,3.0,3.0,4.0,3.0
126923,LEC,Red,MAD Lions,1,15955.0,18137.0,302.0,15747.0,17301.0,310.0,208.0,836.0,-8.0,3.0,4.0,3.0,3.0,6.0,3.0
126934,LCS,Blue,100 Thieves,1,15784.0,16689.0,284.0,14573.0,17981.0,317.0,1211.0,-1292.0,-33.0,4.0,10.0,0.0,0.0,0.0,4.0
126935,LCS,Red,Evil Geniuses,0,14573.0,17981.0,317.0,15784.0,16689.0,284.0,-1211.0,1292.0,33.0,0.0,0.0,4.0,4.0,10.0,0.0
126958,LCS,Blue,100 Thieves,0,14875.0,16184.0,285.0,16097.0,17039.0,283.0,-1222.0,-855.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0
126959,LCS,Red,Evil Geniuses,1,16097.0,17039.0,283.0,14875.0,16184.0,285.0,1222.0,855.0,-2.0,4.0,5.0,3.0,3.0,3.0,4.0
126982,LCS,Blue,100 Thieves,1,15086.0,18210.0,332.0,14633.0,18243.0,302.0,453.0,-33.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0
126983,LCS,Red,Evil Geniuses,0,14633.0,18243.0,302.0,15086.0,18210.0,332.0,-453.0,33.0,-30.0,1.0,1.0,1.0,1.0,1.0,1.0
126994,LCS,Blue,100 Thieves,0,15452.0,17532.0,313.0,15367.0,18672.0,312.0,85.0,-1140.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0
126995,LCS,Red,Evil Geniuses,1,15367.0,18672.0,312.0,15452.0,17532.0,313.0,-85.0,1140.0,-1.0,2.0,4.0,1.0,1.0,1.0,2.0
127018,LCS,Blue,Evil Geniuses,0,15826.0,19357.0,341.0,16976.0,18466.0,303.0,-1150.0,891.0,38.0,2.0,2.0,5.0,5.0,9.0,2.0
127019,LCS,Red,100 Thieves,1,16976.0,18466.0,303.0,15826.0,19357.0,341.0,1150.0,-891.0,-38.0,5.0,9.0,2.0,2.0,2.0,5.0
127054,LCK,Blue,Hanwha Life Esports,1,14561.0,17535.0,304.0,14155.0,17559.0,313.0,406.0,-24.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0
127055,LCK,Red,T1,0,14155.0,17559.0,313.0,14561.0,17535.0,304.0,-406.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
127102,LCK,Blue,T1,0,14736.0,17277.0,308.0,14804.0,18099.0,315.0,-68.0,-822.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
127103,LCK,Red,Hanwha Life Esports,1,14804.0,18099.0,315.0,14736.0,17277.0,308.0,68.0,822.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
127138,LCK,Blue,Gen.G,1,15729.0,18092.0,321.0,14648.0,17268.0,322.0,1081.0,824.0,-1.0,2.0,5.0,0.0,0.0,0.0,2.0
127139,LCK,Red,Nongshim RedForce,0,14648.0,17268.0,322.0,15729.0,18092.0,321.0,-1081.0,-824.0,1.0,0.0,0.0,2.0,2.0,5.0,0.0
127258,LCK,Blue,Gen.G,1,15841.0,18622.0,334.0,15058.0,17222.0,306.0,783.0,1400.0,28.0,2.0,5.0,0.0,0.0,0.0,2.0
127259,LCK,Red,Nongshim RedForce,0,15058.0,17222.0,306.0,15841.0,18622.0,334.0,-783.0,-1400.0,-28.0,0.0,0.0,2.0,2.0,5.0,0.0
127390,LEC,Blue,Fnatic,0,14811.0,18341.0,341.0,17349.0,19600.0,356.0,-2538.0,-1259.0,-15.0,0.0,0.0,3.0,3.0,4.0,0.0
127391,LEC,Red,Team Vitality,1,17349.0,19600.0,356.0,14811.0,18341.0,341.0,2538.0,1259.0,15.0,3.0,4.0,0.0,0.0,0.0,3.0
127426,LEC,Blue,Fnatic,1,17551.0,19671.0,311.0,15382.0,17607.0,321.0,2169.0,2064.0,-10.0,7.0,10.0,2.0,2.0,2.0,7.0
127427,LEC,Red,Team Vitality,0,15382.0,17607.0,321.0,17551.0,19671.0,311.0,-2169.0,-2064.0,10.0,2.0,2.0,7.0,7.0,10.0,2.0
127438,LEC,Blue,Team Vitality,0,16779.0,17767.0,307.0,17155.0,17864.0,302.0,-376.0,-97.0,5.0,3.0,3.0,6.0,6.0,11.0,3.0
127439,LEC,Red,Fnatic,1,17155.0,17864.0,302.0,16779.0,17767.0,307.0,376.0,97.0,-5.0,6.0,11.0,3.0,3.0,3.0,6.0
127450,LEC,Blue,Fnatic,0,15785.0,19081.0,361.0,17037.0,19214.0,344.0,-1252.0,-133.0,17.0,0.0,0.0,3.0,3.0,3.0,0.0
127451,LEC,Red,Team Vitality,1,17037.0,19214.0,344.0,15785.0,19081.0,361.0,1252.0,133.0,-17.0,3.0,3.0,0.0,0.0,0.0,3.0
127462,LEC,Blue,Team Vitality,0,15009.0,17323.0,307.0,16794.0,17547.0,323.0,-1785.0,-224.0,-16.0,1.0,1.0,4.0,4.0,9.0,1.0
127463,LEC,Red,Fnatic,1,16794.0,17547.0,323.0,15009.0,17323.0,307.0,1785.0,224.0,16.0,4.0,9.0,1.0,1.0,1.0,4.0
127474,LCS,Blue,Team Liquid,1,15233.0,17467.0,326.0,14960.0,18463.0,347.0,273.0,-996.0,-21.0,1.0,1.0,0.0,0.0,0.0,1.0
127475,LCS,Red,TSM,0,14960.0,18463.0,347.0,15233.0,17467.0,326.0,-273.0,996.0,21.0,0.0,0.0,1.0,1.0,1.0,0.0
127486,LCS,Blue,Team Liquid,1,15603.0,15847.0,257.0,14852.0,15110.0,248.0,751.0,737.0,9.0,3.0,5.0,3.0,3.0,5.0,3.0
127487,LCS,Red,TSM,0,14852.0,15110.0,248.0,15603.0,15847.0,257.0,-751.0,-737.0,-9.0,3.0,5.0,3.0,3.0,5.0,3.0
127498,LCS,Blue,TSM,1,15123.0,18621.0,328.0,15626.0,17506.0,310.0,-503.0,1115.0,18.0,1.0,0.0,2.0,2.0,5.0,1.0
127499,LCS,Red,Team Liquid,0,15626.0,17506.0,310.0,15123.0,18621.0,328.0,503.0,-1115.0,-18.0,2.0,5.0,1.0,1.0,0.0,2.0
127510,LCS,Blue,Team Liquid,1,16513.0,18687.0,327.0,15456.0,18418.0,320.0,1057.0,269.0,7.0,3.0,4.0,2.0,2.0,4.0,3.0
127511,LCS,Red,TSM,0,15456.0,18418.0,320.0,16513.0,18687.0,327.0,-1057.0,-269.0,-7.0,2.0,4.0,3.0,3.0,4.0,2.0
128650,LCK,Blue,Nongshim RedForce,0,15964.0,18676.0,327.0,15362.0,18582.0,332.0,602.0,94.0,-5.0,3.0,3.0,2.0,2.0,1.0,3.0
128651,LCK,Red,Kwangdong Freecs,1,15362.0,18582.0,332.0,15964.0,18676.0,327.0,-602.0,-94.0,5.0,2.0,1.0,3.0,3.0,3.0,2.0
128734,LCK,Blue,Nongshim RedForce,1,14891.0,17124.0,304.0,16182.0,18563.0,327.0,-1291.0,-1439.0,-23.0,1.0,4.0,3.0,3.0,6.0,1.0
128735,LCK,Red,Kwangdong Freecs,0,16182.0,18563.0,327.0,14891.0,17124.0,304.0,1291.0,1439.0,23.0,3.0,6.0,1.0,1.0,4.0,3.0
128770,LCK,Blue,Nongshim RedForce,1,16600.0,17535.0,295.0,15605.0,17339.0,313.0,995.0,196.0,-18.0,6.0,14.0,3.0,3.0,6.0,6.0
128771,LCK,Red,Kwangdong Freecs,0,15605.0,17339.0,313.0,16600.0,17535.0,295.0,-995.0,-196.0,18.0,3.0,6.0,6.0,6.0,14.0,3.0
128818,LCK,Blue,Kwangdong Freecs,0,14559.0,16793.0,291.0,17266.0,18524.0,304.0,-2707.0,-1731.0,-13.0,2.0,5.0,6.0,6.0,20.0,2.0
128819,LCK,Red,Nongshim RedForce,1,17266.0,18524.0,304.0,14559.0,16793.0,291.0,2707.0,1731.0,13.0,6.0,20.0,2.0,2.0,5.0,6.0
129118,LCK,Blue,T1,1,16943.0,18480.0,329.0,14745.0,17416.0,313.0,2198.0,1064.0,16.0,5.0,12.0,1.0,1.0,0.0,5.0
129119,LCK,Red,Liiv SANDBOX,0,14745.0,17416.0,313.0,16943.0,18480.0,329.0,-2198.0,-1064.0,-16.0,1.0,0.0,5.0,5.0,12.0,1.0
129154,LCK,Blue,Liiv SANDBOX,0,14833.0,17066.0,314.0,16790.0,17716.0,296.0,-1957.0,-650.0,18.0,1.0,2.0,6.0,6.0,11.0,1.0
129155,LCK,Red,T1,1,16790.0,17716.0,296.0,14833.0,17066.0,314.0,1957.0,650.0,-18.0,6.0,11.0,1.0,1.0,2.0,6.0
129178,LCK,Blue,Liiv SANDBOX,0,14958.0,18696.0,346.0,15320.0,19129.0,349.0,-362.0,-433.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
129179,LCK,Red,T1,1,15320.0,19129.0,349.0,14958.0,18696.0,346.0,362.0,433.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
129418,LCS,Blue,Evil Geniuses,0,16142.0,19033.0,337.0,14676.0,18889.0,328.0,1466.0,144.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0
129419,LCS,Red,Cloud9,1,14676.0,18889.0,328.0,16142.0,19033.0,337.0,-1466.0,-144.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.0
129478,LCS,Blue,Evil Geniuses,0,15466.0,18456.0,326.0,15599.0,17799.0,329.0,-133.0,657.0,-3.0,2.0,3.0,2.0,2.0,2.0,2.0
129479,LCS,Red,Cloud9,1,15599.0,17799.0,329.0,15466.0,18456.0,326.0,133.0,-657.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0
129538,LCS,Blue,Evil Geniuses,0,15112.0,17674.0,321.0,15420.0,19055.0,329.0,-308.0,-1381.0,-8.0,0.0,0.0,1.0,1.0,1.0,0.0
129539,LCS,Red,Cloud9,1,15420.0,19055.0,329.0,15112.0,17674.0,321.0,308.0,1381.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0
129742,LEC,Blue,Fnatic,1,15642.0,18091.0,313.0,16362.0,18430.0,303.0,-720.0,-339.0,10.0,1.0,1.0,4.0,4.0,10.0,1.0
129743,LEC,Red,Misfits Gaming,0,16362.0,18430.0,303.0,15642.0,18091.0,313.0,720.0,339.0,-10.0,4.0,10.0,1.0,1.0,1.0,4.0
129754,LEC,Blue,Fnatic,0,17325.0,18596.0,310.0,15136.0,17684.0,283.0,2189.0,912.0,27.0,5.0,9.0,2.0,2.0,2.0,5.0
129755,LEC,Red,Misfits Gaming,1,15136.0,17684.0,283.0,17325.0,18596.0,310.0,-2189.0,-912.0,-27.0,2.0,2.0,5.0,5.0,9.0,2.0
129766,LEC,Blue,Fnatic,1,17584.0,18978.0,321.0,15402.0,18254.0,317.0,2182.0,724.0,4.0,6.0,6.0,2.0,2.0,3.0,6.0
129767,LEC,Red,Misfits Gaming,0,15402.0,18254.0,317.0,17584.0,18978.0,321.0,-2182.0,-724.0,-4.0,2.0,3.0,6.0,6.0,6.0,2.0
129778,LEC,Blue,Fnatic,0,15762.0,17108.0,297.0,17616.0,19016.0,314.0,-1854.0,-1908.0,-17.0,3.0,4.0,5.0,5.0,10.0,3.0
129779,LEC,Red,Misfits Gaming,1,17616.0,19016.0,314.0,15762.0,17108.0,297.0,1854.0,1908.0,17.0,5.0,10.0,3.0,3.0,4.0,5.0
129790,LEC,Blue,Misfits Gaming,0,15242.0,18309.0,332.0,16042.0,17901.0,318.0,-800.0,408.0,14.0,1.0,2.0,2.0,2.0,5.0,1.0
129791,LEC,Red,Fnatic,1,16042.0,17901.0,318.0,15242.0,18309.0,332.0,800.0,-408.0,-14.0,2.0,5.0,1.0,1.0,2.0,2.0
129802,LCS,Blue,TSM,1,15660.0,18824.0,357.0,15306.0,18972.0,361.0,354.0,-148.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
129803,LCS,Red,Immortals,0,15306.0,18972.0,361.0,15660.0,18824.0,357.0,-354.0,148.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
129826,LCS,Blue,TSM,1,15291.0,18704.0,332.0,15552.0,18068.0,328.0,-261.0,636.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0
129827,LCS,Red,Immortals,0,15552.0,18068.0,328.0,15291.0,18704.0,332.0,261.0,-636.0,-4.0,1.0,2.0,1.0,1.0,2.0,1.0
129862,LCS,Blue,Immortals,1,18403.0,18021.0,283.0,16197.0,18053.0,302.0,2206.0,-32.0,-19.0,8.0,11.0,4.0,4.0,7.0,8.0
129863,LCS,Red,TSM,0,16197.0,18053.0,302.0,18403.0,18021.0,283.0,-2206.0,32.0,19.0,4.0,7.0,8.0,8.0,11.0,4.0
129886,LCS,Blue,TSM,1,16557.0,18804.0,337.0,14829.0,18028.0,323.0,1728.0,776.0,14.0,3.0,6.0,0.0,0.0,0.0,3.0
129887,LCS,Red,Immortals,0,14829.0,18028.0,323.0,16557.0,18804.0,337.0,-1728.0,-776.0,-14.0,0.0,0.0,3.0,3.0,6.0,0.0
129958,LCK,Blue,DWG KIA,1,16477.0,18308.0,314.0,14061.0,16455.0,309.0,2416.0,1853.0,5.0,4.0,12.0,0.0,0.0,0.0,4.0
129959,LCK,Red,Nongshim RedForce,0,14061.0,16455.0,309.0,16477.0,18308.0,314.0,-2416.0,-1853.0,-5.0,0.0,0.0,4.0,4.0,12.0,0.0
130018,LCK,Blue,Nongshim RedForce,0,14880.0,17393.0,296.0,17124.0,19105.0,329.0,-2244.0,-1712.0,-33.0,2.0,2.0,4.0,4.0,3.0,2.0
130019,LCK,Red,DWG KIA,1,17124.0,19105.0,329.0,14880.0,17393.0,296.0,2244.0,1712.0,33.0,4.0,3.0,2.0,2.0,2.0,4.0
130054,LCK,Blue,Nongshim RedForce,0,14914.0,17305.0,315.0,17720.0,18986.0,305.0,-2806.0,-1681.0,10.0,1.0,1.0,7.0,7.0,15.0,1.0
130055,LCK,Red,DWG KIA,1,17720.0,18986.0,305.0,14914.0,17305.0,315.0,2806.0,1681.0,-10.0,7.0,15.0,1.0,1.0,1.0,7.0
130234,LEC,Blue,Rogue,0,15017.0,17333.0,301.0,16388.0,17428.0,302.0,-1371.0,-95.0,-1.0,1.0,1.0,4.0,4.0,9.0,1.0
130235,LEC,Red,MAD Lions,1,16388.0,17428.0,302.0,15017.0,17333.0,301.0,1371.0,95.0,1.0,4.0,9.0,1.0,1.0,1.0,4.0
130306,LEC,Blue,MAD Lions,1,15358.0,18270.0,333.0,15477.0,18990.0,343.0,-119.0,-720.0,-10.0,1.0,2.0,1.0,1.0,1.0,1.0
130307,LEC,Red,Rogue,0,15477.0,18990.0,343.0,15358.0,18270.0,333.0,119.0,720.0,10.0,1.0,1.0,1.0,1.0,2.0,1.0
130342,LEC,Blue,Rogue,0,18296.0,17450.0,301.0,15140.0,15574.0,243.0,3156.0,1876.0,58.0,8.0,9.0,4.0,4.0,5.0,8.0
130343,LEC,Red,MAD Lions,1,15140.0,15574.0,243.0,18296.0,17450.0,301.0,-3156.0,-1876.0,-58.0,4.0,5.0,8.0,8.0,9.0,4.0
130390,LCS,Blue,Team Liquid,1,15177.0,18368.0,335.0,15001.0,19100.0,344.0,176.0,-732.0,-9.0,1.0,0.0,0.0,0.0,0.0,1.0
130391,LCS,Red,100 Thieves,0,15001.0,19100.0,344.0,15177.0,18368.0,335.0,-176.0,732.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0
130414,LCS,Blue,Team Liquid,0,15152.0,17718.0,320.0,16045.0,18678.0,316.0,-893.0,-960.0,4.0,1.0,1.0,3.0,3.0,8.0,1.0
130415,LCS,Red,100 Thieves,1,16045.0,18678.0,316.0,15152.0,17718.0,320.0,893.0,960.0,-4.0,3.0,8.0,1.0,1.0,1.0,3.0
130426,LCS,Blue,100 Thieves,1,15503.0,18706.0,321.0,15131.0,18316.0,330.0,372.0,390.0,-9.0,2.0,2.0,1.0,1.0,1.0,2.0
130427,LCS,Red,Team Liquid,0,15131.0,18316.0,330.0,15503.0,18706.0,321.0,-372.0,-390.0,9.0,1.0,1.0,2.0,2.0,2.0,1.0
130450,LCS,Blue,100 Thieves,0,15310.0,18367.0,329.0,14896.0,17819.0,323.0,414.0,548.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0
130451,LCS,Red,Team Liquid,1,14896.0,17819.0,323.0,15310.0,18367.0,329.0,-414.0,-548.0,-6.0,1.0,1.0,1.0,1.0,1.0,1.0
130474,LCS,Blue,Team Liquid,1,14960.0,16912.0,309.0,15675.0,17669.0,328.0,-715.0,-757.0,-19.0,2.0,4.0,1.0,1.0,2.0,2.0
130475,LCS,Red,100 Thieves,0,15675.0,17669.0,328.0,14960.0,16912.0,309.0,715.0,757.0,19.0,1.0,2.0,2.0,2.0,4.0,1.0
130522,LCK,Blue,Gen.G,1,15682.0,17887.0,312.0,15752.0,17490.0,329.0,-70.0,397.0,-17.0,3.0,11.0,2.0,2.0,2.0,3.0
130523,LCK,Red,T1,0,15752.0,17490.0,329.0,15682.0,17887.0,312.0,70.0,-397.0,17.0,2.0,2.0,3.0,3.0,11.0,2.0
130546,LCK,Blue,T1,1,14872.0,18108.0,343.0,15884.0,18151.0,333.0,-1012.0,-43.0,10.0,0.0,0.0,2.0,2.0,6.0,0.0
130547,LCK,Red,Gen.G,0,15884.0,18151.0,333.0,14872.0,18108.0,343.0,1012.0,43.0,-10.0,2.0,6.0,0.0,0.0,0.0,2.0
130594,LCK,Blue,T1,1,15857.0,19658.0,335.0,16004.0,18530.0,312.0,-147.0,1128.0,23.0,2.0,1.0,2.0,2.0,2.0,2.0
130595,LCK,Red,Gen.G,0,16004.0,18530.0,312.0,15857.0,19658.0,335.0,147.0,-1128.0,-23.0,2.0,2.0,2.0,2.0,1.0,2.0
130666,LCK,Blue,Gen.G,0,14379.0,18185.0,306.0,15876.0,19692.0,357.0,-1497.0,-1507.0,-51.0,0.0,0.0,0.0,0.0,0.0,0.0
130667,LCK,Red,T1,1,15876.0,19692.0,357.0,14379.0,18185.0,306.0,1497.0,1507.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
130810,LEC,Blue,G2 Esports,1,14487.0,16914.0,276.0,14668.0,17125.0,298.0,-181.0,-211.0,-22.0,2.0,2.0,1.0,1.0,1.0,2.0
130811,LEC,Red,Fnatic,0,14668.0,17125.0,298.0,14487.0,16914.0,276.0,181.0,211.0,22.0,1.0,1.0,2.0,2.0,2.0,1.0
130834,LEC,Blue,Fnatic,1,15925.0,18255.0,350.0,14304.0,17401.0,322.0,1621.0,854.0,28.0,1.0,1.0,0.0,0.0,0.0,1.0
130835,LEC,Red,G2 Esports,0,14304.0,17401.0,322.0,15925.0,18255.0,350.0,-1621.0,-854.0,-28.0,0.0,0.0,1.0,1.0,1.0,0.0
130870,LEC,Blue,Fnatic,0,17052.0,17166.0,300.0,16412.0,17208.0,293.0,640.0,-42.0,7.0,4.0,8.0,4.0,4.0,7.0,4.0
130871,LEC,Red,G2 Esports,1,16412.0,17208.0,293.0,17052.0,17166.0,300.0,-640.0,42.0,-7.0,4.0,7.0,4.0,4.0,8.0,4.0
130906,LEC,Blue,Fnatic,1,17123.0,18653.0,341.0,15203.0,17667.0,312.0,1920.0,986.0,29.0,3.0,3.0,2.0,2.0,3.0,3.0
130907,LEC,Red,G2 Esports,0,15203.0,17667.0,312.0,17123.0,18653.0,341.0,-1920.0,-986.0,-29.0,2.0,3.0,3.0,3.0,3.0,2.0
